name: eb4124ef-f069-46ee-8628-d4093f51cba9 num_items: 4121
token, class_id, token_value, token_tf, token_df
нужно_зарегистрироваться, @default_class, 3.0526650789397536e-06, 10.0, 10.0
ника, @default_class, 5.494797278515762e-06, 18.0, 15.0
двигаться_вперед, @default_class, 5.8000637181976344e-06, 19.0, 19.0
шестой, @default_class, 1.7400190699845552e-05, 57.0, 53.0
посещение, @default_class, 3.113718412350863e-05, 102.0, 89.0
уводить, @default_class, 5.189530838833889e-06, 17.0, 15.0
объявлять, @default_class, 0.00013279094127938151, 435.0, 283.0
семантический, @default_class, 1.617912494111806e-05, 53.0, 35.0
pem, @default_class, 1.4652792742708698e-05, 48.0, 21.0
контрольный_точка, @default_class, 2.3810787752154283e-05, 78.0, 24.0
предвидеть, @default_class, 7.631662811036222e-06, 25.0, 25.0
плые, @default_class, 5.189530838833889e-06, 17.0, 12.0
переадресация, @default_class, 1.709492426016368e-05, 56.0, 21.0
вылетать, @default_class, 1.2821194104617462e-05, 42.0, 36.0
рад_услышать, @default_class, 3.6631981856771745e-06, 12.0, 12.0
протокол_http, @default_class, 7.631662811036222e-06, 25.0, 19.0
ast, @default_class, 2.8389786166371778e-05, 93.0, 21.0
оформление_заказ, @default_class, 6.105330157879507e-06, 20.0, 12.0
кортеж, @default_class, 2.5031855329871178e-05, 82.0, 21.0
питать, @default_class, 1.0989594557031523e-05, 36.0, 30.0
участник, @default_class, 0.0003504459746181965, 1148.0, 446.0
наследник, @default_class, 1.5263325622072443e-05, 50.0, 40.0
судьба, @default_class, 3.052665124414489e-05, 100.0, 85.0
глаз, @default_class, 0.00025367646594531834, 831.0, 387.0
громко, @default_class, 1.2515927664935589e-05, 41.0, 37.0
тюнинг, @default_class, 9.157995918940287e-06, 30.0, 19.0
отсылаться, @default_class, 3.0526650789397536e-06, 10.0, 10.0
лидер_область, @default_class, 3.0526650789397536e-06, 10.0, 10.0
доступ, @default_class, 0.0005543639999814332, 1816.0, 830.0
бэкэнд, @default_class, 5.8000637181976344e-06, 19.0, 15.0
восхитительный, @default_class, 3.6631981856771745e-06, 12.0, 12.0
подобно, @default_class, 2.3200254872790538e-05, 76.0, 66.0
ссылка, @default_class, 0.0005858064396306872, 1919.0, 889.0
args, @default_class, 4.914791134069674e-05, 161.0, 52.0
эхо, @default_class, 7.631662811036222e-06, 25.0, 20.0
задолженность, @default_class, 7.326396371354349e-06, 24.0, 10.0
rapid, @default_class, 4.5789979594701435e-06, 15.0, 11.0
испытание, @default_class, 8.150615758495405e-05, 267.0, 142.0
from_react, @default_class, 1.068432811734965e-05, 35.0, 10.0
уверенность_сказать, @default_class, 5.189530838833889e-06, 17.0, 16.0
унификация, @default_class, 1.0379061677667778e-05, 34.0, 30.0
any, @default_class, 5.159004285815172e-05, 169.0, 96.0
заучивать, @default_class, 3.6631981856771745e-06, 12.0, 10.0
промой_код, @default_class, 1.4652792742708698e-05, 48.0, 32.0
ниндзя, @default_class, 3.968464625359047e-06, 13.0, 11.0
учитывать, @default_class, 0.0002686345251277089, 880.0, 658.0
перфекционизм, @default_class, 4.5789979594701435e-06, 15.0, 13.0
любимый, @default_class, 6.07480360486079e-05, 199.0, 175.0
way, @default_class, 1.8315991837880574e-05, 60.0, 38.0
пробовать, @default_class, 0.00011050648026866838, 362.0, 285.0
meetup, @default_class, 1.2210660315759014e-05, 40.0, 33.0
блеск, @default_class, 4.884264399152016e-06, 16.0, 13.0
dave, @default_class, 4.884264399152016e-06, 16.0, 12.0
налоговый_нагрузка, @default_class, 6.105330157879507e-06, 20.0, 12.0
благоприятный, @default_class, 9.46326235862216e-06, 31.0, 29.0
около_час, @default_class, 1.0989594557031523e-05, 36.0, 34.0
обмен_данные, @default_class, 3.1442450563190505e-05, 103.0, 63.0
фронт, @default_class, 2.655818752828054e-05, 87.0, 56.0
свежий_версия, @default_class, 7.326396371354349e-06, 24.0, 23.0
зловред, @default_class, 1.0989594557031523e-05, 36.0, 15.0
одноразовый, @default_class, 1.4042259863344952e-05, 46.0, 30.0
шахматный, @default_class, 6.7158634919906035e-06, 22.0, 12.0
сверх, @default_class, 1.3431726983981207e-05, 44.0, 39.0
лишь_частично, @default_class, 3.0526650789397536e-06, 10.0, 10.0
сокращать_количество, @default_class, 7.326396371354349e-06, 24.0, 19.0
последовательный, @default_class, 4.487417754717171e-05, 147.0, 118.0
final_string, @default_class, 7.936929250718094e-06, 26.0, 12.0
присваивать_значение, @default_class, 4.884264399152016e-06, 16.0, 15.0
азия, @default_class, 1.495805918239057e-05, 49.0, 34.0
уродливый, @default_class, 7.021129931672476e-06, 23.0, 15.0
errors, @default_class, 2.961085192509927e-05, 97.0, 34.0
недоумение, @default_class, 6.105330157879507e-06, 20.0, 19.0
дэн, @default_class, 7.936929250718094e-06, 26.0, 16.0
length, @default_class, 0.00012332767073530704, 404.0, 140.0
selenium, @default_class, 1.0989594557031523e-05, 36.0, 19.0
показ, @default_class, 3.449511496000923e-05, 113.0, 84.0
сражение, @default_class, 9.768528798304033e-06, 32.0, 20.0
взять_основа, @default_class, 9.768528798304033e-06, 32.0, 30.0
вбивать, @default_class, 1.4347526303026825e-05, 47.0, 38.0
стратегия, @default_class, 0.00016392812540289015, 537.0, 264.0
voip, @default_class, 9.768528798304033e-06, 32.0, 18.0
возвращать_значение, @default_class, 3.113718412350863e-05, 102.0, 59.0
тест, @default_class, 0.0004493523156270385, 1472.0, 474.0
свободный_программный, @default_class, 7.326396371354349e-06, 24.0, 13.0
книга_ознакомляться, @default_class, 3.3579317459953018e-06, 11.0, 11.0
репутационный, @default_class, 4.27373106504092e-06, 14.0, 11.0
симка, @default_class, 1.0989594557031523e-05, 36.0, 13.0
fusion, @default_class, 7.021129931672476e-06, 23.0, 14.0
пролет, @default_class, 4.884264399152016e-06, 16.0, 13.0
шина, @default_class, 5.8916437410516664e-05, 193.0, 78.0
оживлять, @default_class, 1.0989594557031523e-05, 36.0, 31.0
неточность, @default_class, 1.0989594557031523e-05, 36.0, 33.0
визитный_карточка, @default_class, 3.0526650789397536e-06, 10.0, 10.0
роскосмос, @default_class, 2.1979189114063047e-05, 72.0, 25.0
варить, @default_class, 4.5789979594701435e-06, 15.0, 14.0
gentoo, @default_class, 8.852729479258414e-06, 29.0, 10.0
углубляться, @default_class, 2.1979189114063047e-05, 72.0, 65.0
шутер, @default_class, 1.4652792742708698e-05, 48.0, 31.0
выполнение_задача, @default_class, 2.4116054191836156e-05, 79.0, 54.0
интегрировать_среда, @default_class, 4.5789979594701435e-06, 15.0, 12.0
становиться_ясно, @default_class, 2.228445555374492e-05, 73.0, 68.0
звуковой_карта, @default_class, 5.8000637181976344e-06, 19.0, 16.0
блокчейн_платформа, @default_class, 7.021129931672476e-06, 23.0, 13.0
удовлетворять_требование, @default_class, 5.8000637181976344e-06, 19.0, 18.0
позор, @default_class, 3.6631981856771745e-06, 12.0, 12.0
животный, @default_class, 1.2821194104617462e-05, 42.0, 27.0
отправлять_сообщение, @default_class, 3.205298344255425e-05, 105.0, 75.0
раздаваться, @default_class, 7.631662811036222e-06, 25.0, 20.0
таков, @default_class, 4.945317778037861e-05, 162.0, 152.0
недоча, @default_class, 6.410597052308731e-06, 21.0, 16.0
тормоз, @default_class, 1.7400190699845552e-05, 57.0, 46.0
hosting, @default_class, 9.157995918940287e-06, 30.0, 10.0
демонстрация_возможность, @default_class, 6.7158634919906035e-06, 22.0, 20.0
else_print, @default_class, 7.326396371354349e-06, 24.0, 12.0
интересоваться, @default_class, 5.189530929783359e-05, 170.0, 155.0
аномалия, @default_class, 3.113718412350863e-05, 102.0, 39.0
достучаться, @default_class, 8.242195690399967e-06, 27.0, 22.0
бежать, @default_class, 2.9000319045735523e-05, 95.0, 64.0
intellij, @default_class, 4.5789979594701435e-06, 15.0, 12.0
многократно, @default_class, 2.442132063151803e-05, 80.0, 74.0
timeline, @default_class, 5.8000637181976344e-06, 19.0, 15.0
реалистичный, @default_class, 3.296878276159987e-05, 108.0, 82.0
вложение, @default_class, 2.8084519726689905e-05, 92.0, 75.0
распространять, @default_class, 8.974835509434342e-05, 294.0, 226.0
playstation, @default_class, 1.4652792742708698e-05, 48.0, 30.0
совершенно_точно, @default_class, 6.105330157879507e-06, 20.0, 19.0
периметр, @default_class, 1.4652792742708698e-05, 48.0, 41.0
график, @default_class, 0.0003260246303398162, 1068.0, 442.0
вряд_смочь, @default_class, 3.968464625359047e-06, 13.0, 13.0
обычный, @default_class, 0.0005442901747301221, 1783.0, 1069.0
проделывать_работа, @default_class, 1.2821194104617462e-05, 42.0, 40.0
mass, @default_class, 5.494797278515762e-06, 18.0, 11.0
головоломка, @default_class, 2.1979189114063047e-05, 72.0, 40.0
смола, @default_class, 7.326396371354349e-06, 24.0, 11.0
перестановка, @default_class, 1.770545895851683e-05, 58.0, 20.0
везде, @default_class, 6.685336848022416e-05, 219.0, 190.0
круговой, @default_class, 7.936929250718094e-06, 26.0, 21.0
нехитрый, @default_class, 7.021129931672476e-06, 23.0, 21.0
расщепление, @default_class, 6.7158634919906035e-06, 22.0, 15.0
криминальный, @default_class, 4.5789979594701435e-06, 15.0, 14.0
делать_упор, @default_class, 5.8000637181976344e-06, 19.0, 17.0
создаваться, @default_class, 0.000157517526531592, 516.0, 395.0
allocate, @default_class, 4.27373106504092e-06, 14.0, 11.0
значительный_изменение, @default_class, 6.105330157879507e-06, 20.0, 14.0
всесторонний, @default_class, 4.884264399152016e-06, 16.0, 16.0
error_log, @default_class, 1.6484391380799934e-05, 54.0, 14.0
монопольный, @default_class, 3.3579317459953018e-06, 11.0, 11.0
биллинг, @default_class, 2.228445555374492e-05, 73.0, 26.0
карма, @default_class, 1.2821194104617462e-05, 42.0, 32.0
linux_foundation, @default_class, 7.021129931672476e-06, 23.0, 14.0
система_видеонаблюдение, @default_class, 1.3431726983981207e-05, 44.0, 17.0
посвящий, @default_class, 5.189530838833889e-06, 17.0, 17.0
кризис, @default_class, 3.235824988223612e-05, 106.0, 70.0
обращение, @default_class, 0.00013218040112406015, 433.0, 254.0
архаичный, @default_class, 3.6631981856771745e-06, 12.0, 12.0
течение_день, @default_class, 2.3200254872790538e-05, 76.0, 67.0
upwork, @default_class, 1.1294860996713396e-05, 37.0, 10.0
ные, @default_class, 6.593756552319974e-05, 216.0, 106.0
главный_меню, @default_class, 4.27373106504092e-06, 14.0, 11.0
столбец, @default_class, 9.310628956882283e-05, 305.0, 87.0
эффективно, @default_class, 0.00012424346641637385, 407.0, 328.0
ядерный_реактор, @default_class, 5.189530838833889e-06, 17.0, 13.0
беспрецедентный, @default_class, 8.852729479258414e-06, 29.0, 28.0
промежуток_время, @default_class, 1.495805918239057e-05, 49.0, 41.0
упрощенный, @default_class, 2.228445555374492e-05, 73.0, 65.0
size_size, @default_class, 1.3126460544299334e-05, 43.0, 19.0
корректировать, @default_class, 2.228445555374492e-05, 73.0, 63.0
начальный_значение, @default_class, 8.242195690399967e-06, 27.0, 24.0
structure, @default_class, 7.021129931672476e-06, 23.0, 18.0
забронировать, @default_class, 4.27373106504092e-06, 14.0, 11.0
сотня, @default_class, 0.00010592748003546149, 347.0, 291.0
rollback, @default_class, 8.54746213008184e-06, 28.0, 12.0
характерный, @default_class, 5.250584217719734e-05, 172.0, 150.0
неплохой, @default_class, 6.380070408340544e-05, 209.0, 169.0
паяльник, @default_class, 1.5568592061754316e-05, 51.0, 18.0
safari, @default_class, 2.1673922674381174e-05, 71.0, 39.0
присваивать, @default_class, 3.815831587417051e-05, 125.0, 96.0
readme, @default_class, 1.1905393876077142e-05, 39.0, 27.0
сдвигать, @default_class, 2.7168720407644287e-05, 89.0, 71.0
фирменный, @default_class, 2.8084519726689905e-05, 92.0, 69.0
гигабитная, @default_class, 3.0526650789397536e-06, 10.0, 10.0
примен, @default_class, 3.0526650789397536e-06, 10.0, 10.0
блокчейн, @default_class, 0.00014225419727154076, 466.0, 59.0
raspbian, @default_class, 7.021129931672476e-06, 23.0, 12.0
выделение, @default_class, 5.0063710659742355e-05, 164.0, 109.0
основной, @default_class, 0.0009982215706259012, 3270.0, 1646.0
железнодорожный, @default_class, 5.189530838833889e-06, 17.0, 13.0
срочность, @default_class, 4.27373106504092e-06, 14.0, 11.0
май_год, @default_class, 2.3200254872790538e-05, 76.0, 65.0
walmart, @default_class, 6.105330157879507e-06, 20.0, 13.0
парад, @default_class, 3.6631981856771745e-06, 12.0, 10.0
навык, @default_class, 0.0001352330727968365, 443.0, 236.0
профессионально, @default_class, 1.3126460544299334e-05, 43.0, 40.0
подробный_инструкция, @default_class, 6.410597052308731e-06, 21.0, 20.0
случай_неудача, @default_class, 3.6631981856771745e-06, 12.0, 11.0
проинициализировать, @default_class, 3.6631981856771745e-06, 12.0, 12.0
философия, @default_class, 2.0758123355335556e-05, 68.0, 54.0
позитивный, @default_class, 2.8389786166371778e-05, 93.0, 75.0
член_семья, @default_class, 9.157995918940287e-06, 30.0, 22.0
вред, @default_class, 2.2589721993426792e-05, 74.0, 59.0
уговаривать, @default_class, 6.7158634919906035e-06, 22.0, 21.0
атомный_электростанция, @default_class, 3.968464625359047e-06, 13.0, 10.0
английский_язык, @default_class, 3.388458208064549e-05, 111.0, 81.0
yarn, @default_class, 1.3126460544299334e-05, 43.0, 10.0
освежать, @default_class, 5.189530838833889e-06, 17.0, 17.0
рассматривать, @default_class, 0.0005064371507614851, 1659.0, 928.0
январь, @default_class, 6.07480360486079e-05, 199.0, 134.0
предпринимать, @default_class, 3.113718412350863e-05, 102.0, 96.0
зарабатывать, @default_class, 0.00013584359840024263, 445.0, 316.0
урон, @default_class, 1.2821194104617462e-05, 42.0, 23.0
старание, @default_class, 4.884264399152016e-06, 16.0, 16.0
дотягивать, @default_class, 6.410597052308731e-06, 21.0, 20.0
слава_бог, @default_class, 4.27373106504092e-06, 14.0, 13.0
сообщать, @default_class, 0.00021124443446751684, 692.0, 480.0
продолжительность, @default_class, 2.6863453967962414e-05, 88.0, 75.0
канальный, @default_class, 9.157995918940287e-06, 30.0, 23.0
doing, @default_class, 5.189530838833889e-06, 17.0, 16.0
повышать_шанс, @default_class, 3.0526650789397536e-06, 10.0, 10.0
журнал_nature, @default_class, 4.27373106504092e-06, 14.0, 11.0
перепрограммировать, @default_class, 4.5789979594701435e-06, 15.0, 14.0
internet_explorer, @default_class, 1.1294860996713396e-05, 37.0, 24.0
архитектор, @default_class, 4.487417754717171e-05, 147.0, 79.0
practical, @default_class, 3.6631981856771745e-06, 12.0, 11.0
подписываться_рассылка, @default_class, 3.968464625359047e-06, 13.0, 13.0
atom, @default_class, 2.5642388209234923e-05, 84.0, 36.0
string, @default_class, 0.000549174495972693, 1799.0, 295.0
любить, @default_class, 0.00017735984874889255, 581.0, 407.0
пункт_меню, @default_class, 1.7400190699845552e-05, 57.0, 31.0
vars, @default_class, 5.8000637181976344e-06, 19.0, 10.0
обманывать, @default_class, 3.418984852032736e-05, 112.0, 86.0
общепринятый, @default_class, 2.2589721993426792e-05, 74.0, 61.0
самый_трудный, @default_class, 4.27373106504092e-06, 14.0, 14.0
поздравлять, @default_class, 1.6789657820481807e-05, 55.0, 46.0
filename, @default_class, 4.914791134069674e-05, 161.0, 51.0
поглощение, @default_class, 1.80107253981987e-05, 59.0, 36.0
ликвидация, @default_class, 8.54746213008184e-06, 28.0, 23.0
видный, @default_class, 8.608515781816095e-05, 282.0, 216.0
successful, @default_class, 3.6631981856771745e-06, 12.0, 10.0
проприетарный, @default_class, 2.014759047597181e-05, 66.0, 50.0
признание, @default_class, 2.0758123355335556e-05, 68.0, 56.0
objc, @default_class, 4.27373106504092e-06, 14.0, 10.0
марк_цукерберг, @default_class, 5.189530838833889e-06, 17.0, 13.0
сжатый, @default_class, 1.2821194104617462e-05, 42.0, 37.0
практический, @default_class, 8.425355918006971e-05, 276.0, 221.0
часто_сталкиваться, @default_class, 5.8000637181976344e-06, 19.0, 18.0
похищать, @default_class, 9.157995918940287e-06, 30.0, 18.0
примечательный, @default_class, 1.5568592061754316e-05, 51.0, 45.0
населять, @default_class, 4.5789979594701435e-06, 15.0, 13.0
примерно_миллион, @default_class, 4.884264399152016e-06, 16.0, 15.0
batch, @default_class, 1.5568592061754316e-05, 51.0, 19.0
разреш, @default_class, 5.189530838833889e-06, 17.0, 14.0
выбирать_пункт, @default_class, 1.373699342366308e-05, 45.0, 29.0
тащить, @default_class, 1.0073795237985905e-05, 33.0, 32.0
atmega, @default_class, 3.3579317459953018e-06, 11.0, 10.0
минск, @default_class, 7.021129931672476e-06, 23.0, 16.0
while, @default_class, 6.593756552319974e-05, 216.0, 123.0
игрок, @default_class, 0.0005189530784264207, 1700.0, 309.0
доллар_сша, @default_class, 1.1294860996713396e-05, 37.0, 30.0
идти_компромисс, @default_class, 3.968464625359047e-06, 13.0, 12.0
var_run, @default_class, 8.54746213008184e-06, 28.0, 13.0
незащищенный, @default_class, 7.021129931672476e-06, 23.0, 18.0
нить, @default_class, 2.0758123355335556e-05, 68.0, 37.0
жаркий, @default_class, 4.27373106504092e-06, 14.0, 14.0
lisp, @default_class, 7.631662811036222e-06, 25.0, 11.0
отправлять_письмо, @default_class, 1.2515927664935589e-05, 41.0, 33.0
consumer, @default_class, 8.242195690399967e-06, 27.0, 12.0
дуть, @default_class, 5.189530838833889e-06, 17.0, 13.0
аккумулировать, @default_class, 4.884264399152016e-06, 16.0, 13.0
подслушивать, @default_class, 3.3579317459953018e-06, 11.0, 10.0
перезагружаться, @default_class, 8.852729479258414e-06, 29.0, 23.0
единый, @default_class, 0.00015477012493647635, 507.0, 376.0
гем, @default_class, 6.410597052308731e-06, 21.0, 10.0
доезжать, @default_class, 7.326396371354349e-06, 24.0, 20.0
видеоурок, @default_class, 3.6631981856771745e-06, 12.0, 12.0
видеоигр, @default_class, 1.495805918239057e-05, 49.0, 29.0
интенсивный, @default_class, 2.1673922674381174e-05, 71.0, 56.0
профилировщик, @default_class, 6.410597052308731e-06, 21.0, 12.0
вызывать_метод, @default_class, 3.113718412350863e-05, 102.0, 60.0
проверка_соответствие, @default_class, 4.27373106504092e-06, 14.0, 12.0
гласить, @default_class, 1.5263325622072443e-05, 50.0, 49.0
сво_мнение, @default_class, 5.189530838833889e-06, 17.0, 15.0
судить, @default_class, 2.991611836478114e-05, 98.0, 88.0
фундамент, @default_class, 2.106338979501743e-05, 69.0, 48.0
perl, @default_class, 3.3579315640963614e-05, 110.0, 36.0
прогрессивный, @default_class, 1.1600127436395269e-05, 38.0, 33.0
ratio, @default_class, 1.2515927664935589e-05, 41.0, 17.0
выращивать, @default_class, 1.5568592061754316e-05, 51.0, 33.0
correct, @default_class, 6.7158634919906035e-06, 22.0, 14.0
serial, @default_class, 1.7400190699845552e-05, 57.0, 30.0
существенный, @default_class, 6.685336848022416e-05, 219.0, 181.0
японский, @default_class, 5.4642707254970446e-05, 179.0, 95.0
применять_практика, @default_class, 5.189530838833889e-06, 17.0, 17.0
вместо, @default_class, 0.0004548471188172698, 1490.0, 960.0
усложнять_жизнь, @default_class, 4.5789979594701435e-06, 15.0, 13.0
хешировать, @default_class, 6.410597052308731e-06, 21.0, 15.0
зависеть_насколько, @default_class, 5.189530838833889e-06, 17.0, 17.0
весь_остальное, @default_class, 1.8621258277562447e-05, 61.0, 60.0
олег, @default_class, 1.892652471724432e-05, 62.0, 44.0
снижаться, @default_class, 4.823210838367231e-05, 158.0, 129.0
направление_движение, @default_class, 7.936929250718094e-06, 26.0, 23.0
непредсказуемый, @default_class, 2.228445555374492e-05, 73.0, 65.0
крупный_предприятие, @default_class, 4.884264399152016e-06, 16.0, 14.0
тихо, @default_class, 1.6484391380799934e-05, 54.0, 44.0
loc, @default_class, 8.852729479258414e-06, 29.0, 14.0
первый_впечатление, @default_class, 7.631662811036222e-06, 25.0, 21.0
вулкан, @default_class, 9.46326235862216e-06, 31.0, 10.0
маркетинговый_инструмент, @default_class, 3.3579317459953018e-06, 11.0, 10.0
zone, @default_class, 1.3431726983981207e-05, 44.0, 23.0
громкоговоритель, @default_class, 4.884264399152016e-06, 16.0, 10.0
подготовительный_работа, @default_class, 6.105330157879507e-06, 20.0, 18.0
эмодзи, @default_class, 8.242195690399967e-06, 27.0, 13.0
nano, @default_class, 1.0073795237985905e-05, 33.0, 20.0
территория, @default_class, 6.86849671183154e-05, 225.0, 155.0
ссылаться, @default_class, 6.257963832467794e-05, 205.0, 130.0
горе, @default_class, 6.105330157879507e-06, 20.0, 19.0
вырываться, @default_class, 9.157995918940287e-06, 30.0, 24.0
thin, @default_class, 5.189530838833889e-06, 17.0, 10.0
коллектор, @default_class, 5.494797278515762e-06, 18.0, 16.0
европа_сша, @default_class, 4.27373106504092e-06, 14.0, 13.0
задавать_вопрос, @default_class, 6.776916416129097e-05, 222.0, 177.0
visual_studio, @default_class, 7.936929614515975e-05, 260.0, 72.0
пункт, @default_class, 0.00019628637528512627, 643.0, 381.0
family, @default_class, 9.768528798304033e-06, 32.0, 22.0
электронщик, @default_class, 3.3579317459953018e-06, 11.0, 10.0
маска, @default_class, 9.066415805136785e-05, 297.0, 92.0
срок_хранение, @default_class, 1.0989594557031523e-05, 36.0, 10.0
малый_количество, @default_class, 1.068432811734965e-05, 35.0, 30.0
противостояние, @default_class, 1.1905393876077142e-05, 39.0, 27.0
